x,y,olive,zone
673045.144,4544463.152000001,0.19010000000000002,disease-free
674045.144,4544463.152000001,0.1991,disease-free
675045.144,4544463.152000001,0.18539999999999998,disease-free
676045.144,4544463.152000001,0.0861,disease-free
677045.144,4544463.152000001,0.13720000000000002,disease-free
678045.144,4544463.152000001,0.0576,disease-free
679045.144,4544463.152000001,0.084,disease-free
680045.144,4544463.152000001,0.048799999999999996,disease-free
681045.144,4544463.152000001,0.026000000000000002,disease-free
659045.144,4543463.152000001,0.3954,disease-free
660045.144,4543463.152000001,0.281,disease-free
661045.144,4543463.152000001,0.40130000000000005,disease-free
662045.144,4543463.152000001,0.41850000000000004,disease-free
663045.144,4543463.152000001,0.2912,disease-free
664045.144,4543463.152000001,0.12140000000000001,disease-free
665045.144,4543463.152000001,0.047599999999999996,disease-free
666045.144,4543463.152000001,0.10769999999999999,disease-free
667045.144,4543463.152000001,0.043899999999999995,disease-free
668045.144,4543463.152000001,0.0254,disease-free
669045.144,4543463.152000001,0.0762,disease-free
670045.144,4543463.152000001,0.17079999999999998,disease-free
671045.144,4543463.152000001,0.16390000000000002,disease-free
672045.144,4543463.152000001,0.3407,disease-free
673045.144,4543463.152000001,0.2452,disease-free
674045.144,4543463.152000001,0.2864,disease-free
675045.144,4543463.152000001,0.23739999999999997,disease-free
676045.144,4543463.152000001,0.1791,disease-free
677045.144,4543463.152000001,0.13,disease-free
678045.144,4543463.152000001,0.11779999999999999,disease-free
679045.144,4543463.152000001,0.1014,disease-free
680045.144,4543463.152000001,0.1065,disease-free
681045.144,4543463.152000001,0.0331,disease-free
682045.144,4543463.152000001,0.4207,disease-free
683045.144,4543463.152000001,0.024900000000000002,disease-free
684045.144,4543463.152000001,0.003,disease-free
659045.144,4542463.152000001,0.7215,disease-free
660045.144,4542463.152000001,0.36840000000000006,disease-free
661045.144,4542463.152000001,0.3591,disease-free
662045.144,4542463.152000001,0.3845,disease-free
663045.144,4542463.152000001,0.4796,disease-free
664045.144,4542463.152000001,0.1844,disease-free
665045.144,4542463.152000001,0.10949999999999999,disease-free
666045.144,4542463.152000001,0.0855,disease-free
667045.144,4542463.152000001,0.050499999999999996,disease-free
668045.144,4542463.152000001,0.066,disease-free
669045.144,4542463.152000001,0.044500000000000005,disease-free
670045.144,4542463.152000001,0.0642,disease-free
671045.144,4542463.152000001,0.1348,disease-free
672045.144,4542463.152000001,0.1483,disease-free
673045.144,4542463.152000001,0.12140000000000001,disease-free
674045.144,4542463.152000001,0.1225,disease-free
675045.144,4542463.152000001,0.1159,disease-free
676045.144,4542463.152000001,0.1884,disease-free
677045.144,4542463.152000001,0.1446,disease-free
678045.144,4542463.152000001,0.32549999999999996,disease-free
679045.144,4542463.152000001,0.2059,disease-free
680045.144,4542463.152000001,0.1226,disease-free
681045.144,4542463.152000001,0.09910000000000001,disease-free
682045.144,4542463.152000001,0.0742,disease-free
683045.144,4542463.152000001,0.16440000000000002,disease-free
684045.144,4542463.152000001,0.028300000000000002,disease-free
659045.144,4541463.152000001,0.501,disease-free
660045.144,4541463.152000001,0.507,disease-free
661045.144,4541463.152000001,0.4326,disease-free
662045.144,4541463.152000001,0.6144,disease-free
663045.144,4541463.152000001,0.5072,disease-free
664045.144,4541463.152000001,0.1654,disease-free
665045.144,4541463.152000001,0.10949999999999999,disease-free
666045.144,4541463.152000001,0.0805,disease-free
667045.144,4541463.152000001,0.155,disease-free
668045.144,4541463.152000001,0.0379,disease-free
669045.144,4541463.152000001,0.008199999999999999,disease-free
670045.144,4541463.152000001,0.07919999999999999,disease-free
671045.144,4541463.152000001,0.1438,disease-free
672045.144,4541463.152000001,0.1685,disease-free
673045.144,4541463.152000001,0.2173,disease-free
674045.144,4541463.152000001,0.24670000000000003,disease-free
675045.144,4541463.152000001,0.22010000000000002,disease-free
676045.144,4541463.152000001,0.2234,disease-free
677045.144,4541463.152000001,0.313,disease-free
678045.144,4541463.152000001,0.10220000000000001,disease-free
679045.144,4541463.152000001,0.33630000000000004,disease-free
680045.144,4541463.152000001,0.3741,disease-free
681045.144,4541463.152000001,0.318,disease-free
682045.144,4541463.152000001,0.0564,disease-free
683045.144,4541463.152000001,0.3056,disease-free
684045.144,4541463.152000001,0.1207,disease-free
685045.144,4541463.152000001,0.1906,disease-free
686045.144,4541463.152000001,0.026099999999999998,disease-free
659045.144,4540463.152000001,0.3378,disease-free
660045.144,4540463.152000001,0.2622,disease-free
661045.144,4540463.152000001,0.1036,disease-free
662045.144,4540463.152000001,0.39380000000000004,disease-free
663045.144,4540463.152000001,0.2967,disease-free
664045.144,4540463.152000001,0.1387,disease-free
665045.144,4540463.152000001,0.0232,disease-free
666045.144,4540463.152000001,0.028999999999999998,disease-free
667045.144,4540463.152000001,0.1794,disease-free
668045.144,4540463.152000001,0.0499,disease-free
669045.144,4540463.152000001,0.08039999999999999,disease-free
670045.144,4540463.152000001,0.0351,disease-free
671045.144,4540463.152000001,0.060899999999999996,disease-free
672045.144,4540463.152000001,0.1115,disease-free
673045.144,4540463.152000001,0.0999,disease-free
674045.144,4540463.152000001,0.27399999999999997,disease-free
675045.144,4540463.152000001,0.4144,disease-free
676045.144,4540463.152000001,0.17420000000000002,disease-free
677045.144,4540463.152000001,0.1419,disease-free
678045.144,4540463.152000001,0.044000000000000004,disease-free
679045.144,4540463.152000001,0.16899999999999998,disease-free
680045.144,4540463.152000001,0.17420000000000002,disease-free
681045.144,4540463.152000001,0.0803,disease-free
682045.144,4540463.152000001,0.0766,disease-free
683045.144,4540463.152000001,0.0992,disease-free
684045.144,4540463.152000001,0.09230000000000001,disease-free
685045.144,4540463.152000001,0.0876,disease-free
686045.144,4540463.152000001,0.0344,disease-free
659045.144,4539463.152000001,0.1611,disease-free
660045.144,4539463.152000001,0.0785,disease-free
661045.144,4539463.152000001,0.1558,disease-free
662045.144,4539463.152000001,0.2263,disease-free
663045.144,4539463.152000001,0.14529999999999998,disease-free
664045.144,4539463.152000001,0.0765,disease-free
665045.144,4539463.152000001,0.0334,disease-free
666045.144,4539463.152000001,0.0167,disease-free
667045.144,4539463.152000001,0.028900000000000002,disease-free
668045.144,4539463.152000001,0.0206,disease-free
669045.144,4539463.152000001,0.012,disease-free
670045.144,4539463.152000001,0.0028000000000000004,disease-free
671045.144,4539463.152000001,0.0095,disease-free
672045.144,4539463.152000001,0.0139,disease-free
673045.144,4539463.152000001,0.2415,disease-free
674045.144,4539463.152000001,0.3078,disease-free
675045.144,4539463.152000001,0.1734,disease-free
682045.144,4539463.152000001,0.0028000000000000004,disease-free
683045.144,4539463.152000001,0.0709,disease-free
684045.144,4539463.152000001,0.1158,disease-free
685045.144,4539463.152000001,0.077,disease-free
686045.144,4539463.152000001,0.0646,disease-free
687045.144,4539463.152000001,0.0843,disease-free
688045.144,4539463.152000001,0.049699999999999994,disease-free
689045.144,4539463.152000001,0.042800000000000005,disease-free
659045.144,4538463.152000001,0.1771,disease-free
660045.144,4538463.152000001,0.0605,disease-free
661045.144,4538463.152000001,0.042300000000000004,disease-free
662045.144,4538463.152000001,0.2195,disease-free
663045.144,4538463.152000001,0.1306,disease-free
664045.144,4538463.152000001,0.09880000000000001,disease-free
665045.144,4538463.152000001,0.0765,disease-free
666045.144,4538463.152000001,0.0385,disease-free
667045.144,4538463.152000001,0.0352,disease-free
668045.144,4538463.152000001,0.052300000000000006,disease-free
669045.144,4538463.152000001,0.1121,disease-free
670045.144,4538463.152000001,0.1005,disease-free
671045.144,4538463.152000001,0.0507,disease-free
672045.144,4538463.152000001,0.0623,disease-free
673045.144,4538463.152000001,0.12869999999999998,disease-free
674045.144,4538463.152000001,0.18170000000000003,disease-free
675045.144,4538463.152000001,0.1649,disease-free
682045.144,4538463.152000001,0.017,disease-free
683045.144,4538463.152000001,0.1704,disease-free
684045.144,4538463.152000001,0.2429,disease-free
685045.144,4538463.152000001,0.18469999999999998,disease-free
686045.144,4538463.152000001,0.1378,disease-free
687045.144,4538463.152000001,0.0527,disease-free
688045.144,4538463.152000001,0.0793,disease-free
689045.144,4538463.152000001,0.3281,disease-free
690045.144,4538463.152000001,0.1699,disease-free
659045.144,4537463.152000001,0.09970000000000001,disease-free
660045.144,4537463.152000001,0.1216,disease-free
661045.144,4537463.152000001,0.1431,disease-free
662045.144,4537463.152000001,0.1148,disease-free
663045.144,4537463.152000001,0.0669,disease-free
664045.144,4537463.152000001,0.1211,disease-free
665045.144,4537463.152000001,0.045899999999999996,disease-free
666045.144,4537463.152000001,0.0405,disease-free
667045.144,4537463.152000001,0.0274,disease-free
668045.144,4537463.152000001,0.0451,disease-free
672045.144,4537463.152000001,0.0361,disease-free
673045.144,4537463.152000001,0.2691,disease-free
674045.144,4537463.152000001,0.23800000000000002,disease-free
675045.144,4537463.152000001,0.0034000000000000002,disease-free
677045.144,4537463.152000001,0.009300000000000001,disease-free
678045.144,4537463.152000001,0.0051,disease-free
679045.144,4537463.152000001,0.030699999999999998,disease-free
682045.144,4537463.152000001,0.043,disease-free
683045.144,4537463.152000001,0.45439999999999997,disease-free
684045.144,4537463.152000001,0.2426,disease-free
685045.144,4537463.152000001,0.31,disease-free
686045.144,4537463.152000001,0.2286,disease-free
687045.144,4537463.152000001,0.1465,disease-free
688045.144,4537463.152000001,0.0858,disease-free
689045.144,4537463.152000001,0.5998,disease-free
690045.144,4537463.152000001,0.2298,disease-free
691045.144,4537463.152000001,0.18739999999999998,disease-free
692045.144,4537463.152000001,0.0025,disease-free
659045.144,4536463.152000001,0.0437,disease-free
660045.144,4536463.152000001,0.019,disease-free
661045.144,4536463.152000001,0.0675,disease-free
662045.144,4536463.152000001,0.2279,disease-free
663045.144,4536463.152000001,0.3472,disease-free
664045.144,4536463.152000001,0.1884,disease-free
665045.144,4536463.152000001,0.0717,disease-free
666045.144,4536463.152000001,0.0694,disease-free
667045.144,4536463.152000001,0.048,disease-free
668045.144,4536463.152000001,0.0169,disease-free
672045.144,4536463.152000001,0.09390000000000001,disease-free
673045.144,4536463.152000001,0.0736,disease-free
674045.144,4536463.152000001,0.2927,disease-free
675045.144,4536463.152000001,0.187,disease-free
678045.144,4536463.152000001,0.0049,disease-free
679045.144,4536463.152000001,0.028999999999999998,disease-free
682045.144,4536463.152000001,0.011899999999999999,disease-free
683045.144,4536463.152000001,0.5013000000000001,disease-free
684045.144,4536463.152000001,0.47509999999999997,disease-free
685045.144,4536463.152000001,0.1759,disease-free
686045.144,4536463.152000001,0.2146,disease-free
687045.144,4536463.152000001,0.36329999999999996,disease-free
688045.144,4536463.152000001,0.3019,disease-free
689045.144,4536463.152000001,0.27690000000000003,disease-free
690045.144,4536463.152000001,0.3718,disease-free
691045.144,4536463.152000001,0.49439999999999995,disease-free
692045.144,4536463.152000001,0.30079999999999996,disease-free
693045.144,4536463.152000001,0.0015,disease-free
659045.144,4535463.152000001,0.1475,disease-free
660045.144,4535463.152000001,0.0434,disease-free
661045.144,4535463.152000001,0.0225,disease-free
662045.144,4535463.152000001,0.0953,disease-free
663045.144,4535463.152000001,0.4139,disease-free
664045.144,4535463.152000001,0.2752,disease-free
665045.144,4535463.152000001,0.1325,disease-free
666045.144,4535463.152000001,0.1815,disease-free
667045.144,4535463.152000001,0.08810000000000001,disease-free
671045.144,4535463.152000001,0.005,disease-free
672045.144,4535463.152000001,0.044000000000000004,disease-free
674045.144,4535463.152000001,0.41359999999999997,disease-free
675045.144,4535463.152000001,0.0579,disease-free
682045.144,4535463.152000001,0.0378,disease-free
683045.144,4535463.152000001,0.3514,disease-free
684045.144,4535463.152000001,0.4413,disease-free
685045.144,4535463.152000001,0.5345,disease-free
686045.144,4535463.152000001,0.6620999999999999,disease-free
687045.144,4535463.152000001,0.41090000000000004,disease-free
688045.144,4535463.152000001,0.5082,disease-free
689045.144,4535463.152000001,0.4436,disease-free
690045.144,4535463.152000001,0.7216,disease-free
691045.144,4535463.152000001,0.7173999999999999,disease-free
692045.144,4535463.152000001,0.41979999999999995,disease-free
693045.144,4535463.152000001,0.0409,disease-free
694045.144,4535463.152000001,0.010700000000000001,disease-free
659045.144,4534463.152000001,0.048600000000000004,disease-free
660045.144,4534463.152000001,0.0339,disease-free
661045.144,4534463.152000001,0.28300000000000003,disease-free
662045.144,4534463.152000001,0.35719999999999996,disease-free
663045.144,4534463.152000001,0.2078,disease-free
664045.144,4534463.152000001,0.4642,disease-free
665045.144,4534463.152000001,0.1895,disease-free
666045.144,4534463.152000001,0.2626,disease-free
667045.144,4534463.152000001,0.2389,disease-free
670045.144,4534463.152000001,0.058899999999999994,disease-free
682045.144,4534463.152000001,0.1968,disease-free
683045.144,4534463.152000001,0.26739999999999997,disease-free
684045.144,4534463.152000001,0.3832,disease-free
685045.144,4534463.152000001,0.6075,disease-free
686045.144,4534463.152000001,0.6065999999999999,disease-free
687045.144,4534463.152000001,0.7351000000000001,disease-free
688045.144,4534463.152000001,0.5846,disease-free
689045.144,4534463.152000001,0.7796,disease-free
690045.144,4534463.152000001,0.8086,disease-free
691045.144,4534463.152000001,0.7603,disease-free
692045.144,4534463.152000001,0.6781999999999999,disease-free
693045.144,4534463.152000001,0.3356,disease-free
694045.144,4534463.152000001,0.2576,disease-free
695045.144,4534463.152000001,0.08259999999999999,disease-free
660045.144,4533463.152000001,0.018500000000000003,disease-free
661045.144,4533463.152000001,0.3335,disease-free
662045.144,4533463.152000001,0.4642,disease-free
663045.144,4533463.152000001,0.42619999999999997,disease-free
664045.144,4533463.152000001,0.3154,disease-free
665045.144,4533463.152000001,0.1677,disease-free
666045.144,4533463.152000001,0.4399,disease-free
667045.144,4533463.152000001,0.44520000000000004,disease-free
668045.144,4533463.152000001,0.36950000000000005,disease-free
669045.144,4533463.152000001,0.0032,disease-free
670045.144,4533463.152000001,0.0033,disease-free
681045.144,4533463.152000001,0.005600000000000001,disease-free
682045.144,4533463.152000001,0.1459,disease-free
683045.144,4533463.152000001,0.5794,disease-free
684045.144,4533463.152000001,0.28800000000000003,disease-free
685045.144,4533463.152000001,0.031,disease-free
686045.144,4533463.152000001,0.5875,disease-free
687045.144,4533463.152000001,0.7051000000000001,disease-free
688045.144,4533463.152000001,0.5934,disease-free
689045.144,4533463.152000001,0.7341,disease-free
690045.144,4533463.152000001,0.6957,disease-free
691045.144,4533463.152000001,0.6362,disease-free
692045.144,4533463.152000001,0.87,disease-free
693045.144,4533463.152000001,0.5186,disease-free
694045.144,4533463.152000001,0.3529,disease-free
695045.144,4533463.152000001,0.3107,disease-free
696045.144,4533463.152000001,0.0068000000000000005,disease-free
697045.144,4533463.152000001,0.0015,disease-free
659045.144,4532463.152000001,0.0678,disease-free
661045.144,4532463.152000001,0.1643,disease-free
662045.144,4532463.152000001,0.4708,disease-free
663045.144,4532463.152000001,0.21739999999999998,disease-free
664045.144,4532463.152000001,0.3427,disease-free
665045.144,4532463.152000001,0.23370000000000002,disease-free
666045.144,4532463.152000001,0.5247999999999999,disease-free
667045.144,4532463.152000001,0.3013,disease-free
668045.144,4532463.152000001,0.3494,disease-free
669045.144,4532463.152000001,0.1355,disease-free
670045.144,4532463.152000001,0.0189,disease-free
671045.144,4532463.152000001,0.06509999999999999,disease-free
679045.144,4532463.152000001,0.0556,disease-free
680045.144,4532463.152000001,0.3724,disease-free
681045.144,4532463.152000001,0.3518,disease-free
682045.144,4532463.152000001,0.335,disease-free
683045.144,4532463.152000001,0.3408,disease-free
684045.144,4532463.152000001,0.8239,disease-free
685045.144,4532463.152000001,0.6314,disease-free
686045.144,4532463.152000001,0.8321999999999999,disease-free
687045.144,4532463.152000001,0.7848999999999999,disease-free
688045.144,4532463.152000001,0.732,disease-free
689045.144,4532463.152000001,0.7081000000000001,disease-free
690045.144,4532463.152000001,0.6962999999999999,disease-free
691045.144,4532463.152000001,0.8415,disease-free
692045.144,4532463.152000001,0.904,disease-free
693045.144,4532463.152000001,0.8115000000000001,disease-free
694045.144,4532463.152000001,0.6391,disease-free
695045.144,4532463.152000001,0.326,disease-free
696045.144,4532463.152000001,0.2772,disease-free
697045.144,4532463.152000001,0.0277,disease-free
659045.144,4531463.152000001,0.0085,disease-free
660045.144,4531463.152000001,0.053899999999999997,disease-free
661045.144,4531463.152000001,0.20149999999999998,disease-free
662045.144,4531463.152000001,0.125,disease-free
663045.144,4531463.152000001,0.4399,disease-free
664045.144,4531463.152000001,0.4595,disease-free
665045.144,4531463.152000001,0.40020000000000006,disease-free
666045.144,4531463.152000001,0.4572,disease-free
667045.144,4531463.152000001,0.6668999999999999,disease-free
668045.144,4531463.152000001,0.6740999999999999,disease-free
669045.144,4531463.152000001,0.32130000000000003,disease-free
670045.144,4531463.152000001,0.0059,disease-free
671045.144,4531463.152000001,0.13970000000000002,disease-free
679045.144,4531463.152000001,0.4547,disease-free
680045.144,4531463.152000001,0.9315000000000001,disease-free
681045.144,4531463.152000001,0.8491,disease-free
682045.144,4531463.152000001,0.6781,disease-free
683045.144,4531463.152000001,0.8747,disease-free
684045.144,4531463.152000001,0.7605,disease-free
685045.144,4531463.152000001,0.8289,disease-free
686045.144,4531463.152000001,0.8785,disease-free
687045.144,4531463.152000001,0.7256,disease-free
688045.144,4531463.152000001,0.5953,disease-free
689045.144,4531463.152000001,0.6069,disease-free
690045.144,4531463.152000001,0.8911,disease-free
691045.144,4531463.152000001,0.8431000000000001,disease-free
692045.144,4531463.152000001,0.9695,disease-free
693045.144,4531463.152000001,0.9849,disease-free
694045.144,4531463.152000001,0.8070999999999999,disease-free
695045.144,4531463.152000001,0.2938,disease-free
696045.144,4531463.152000001,0.608,disease-free
697045.144,4531463.152000001,0.1139,disease-free
659045.144,4530463.152000001,0.1527,disease-free
660045.144,4530463.152000001,0.11689999999999999,disease-free
661045.144,4530463.152000001,0.3942,disease-free
662045.144,4530463.152000001,0.1837,disease-free
663045.144,4530463.152000001,0.18719999999999998,disease-free
664045.144,4530463.152000001,0.28190000000000004,disease-free
665045.144,4530463.152000001,0.43079999999999996,disease-free
666045.144,4530463.152000001,0.4269,disease-free
667045.144,4530463.152000001,0.7027,disease-free
668045.144,4530463.152000001,0.6162,disease-free
669045.144,4530463.152000001,0.38280000000000003,disease-free
670045.144,4530463.152000001,0.2824,disease-free
671045.144,4530463.152000001,0.3557,disease-free
672045.144,4530463.152000001,0.1686,disease-free
673045.144,4530463.152000001,0.023399999999999997,disease-free
677045.144,4530463.152000001,0.053899999999999997,disease-free
678045.144,4530463.152000001,0.018500000000000003,disease-free
679045.144,4530463.152000001,0.5895,disease-free
680045.144,4530463.152000001,0.8637999999999999,disease-free
681045.144,4530463.152000001,0.8194,disease-free
682045.144,4530463.152000001,0.6506000000000001,disease-free
683045.144,4530463.152000001,0.8745999999999999,disease-free
684045.144,4530463.152000001,0.9425,disease-free
685045.144,4530463.152000001,0.9253,disease-free
686045.144,4530463.152000001,0.8220000000000001,disease-free
687045.144,4530463.152000001,0.846,disease-free
688045.144,4530463.152000001,0.6868000000000001,disease-free
689045.144,4530463.152000001,0.5495,disease-free
690045.144,4530463.152000001,0.688,disease-free
691045.144,4530463.152000001,0.872,disease-free
692045.144,4530463.152000001,0.825,disease-free
693045.144,4530463.152000001,0.9456,disease-free
694045.144,4530463.152000001,0.8926000000000001,disease-free
695045.144,4530463.152000001,0.6643000000000001,disease-free
696045.144,4530463.152000001,0.41619999999999996,disease-free
697045.144,4530463.152000001,0.2796,disease-free
698045.144,4530463.152000001,0.17129999999999998,disease-free
699045.144,4530463.152000001,0.042699999999999995,disease-free
659045.144,4529463.152000001,0.3992,disease-free
660045.144,4529463.152000001,0.11720000000000001,disease-free
661045.144,4529463.152000001,0.2242,disease-free
662045.144,4529463.152000001,0.5643,disease-free
663045.144,4529463.152000001,0.46590000000000004,disease-free
664045.144,4529463.152000001,0.47950000000000004,disease-free
665045.144,4529463.152000001,0.3568,disease-free
666045.144,4529463.152000001,0.6489,disease-free
667045.144,4529463.152000001,0.4465,disease-free
668045.144,4529463.152000001,0.7524,disease-free
669045.144,4529463.152000001,0.2351,disease-free
670045.144,4529463.152000001,0.1116,disease-free
671045.144,4529463.152000001,0.2563,disease-free
672045.144,4529463.152000001,0.1725,disease-free
673045.144,4529463.152000001,0.4619,disease-free
674045.144,4529463.152000001,0.0323,disease-free
675045.144,4529463.152000001,0.15960000000000002,disease-free
676045.144,4529463.152000001,0.0487,disease-free
677045.144,4529463.152000001,0.5035000000000001,disease-free
678045.144,4529463.152000001,0.386,disease-free
679045.144,4529463.152000001,0.8595999999999999,disease-free
680045.144,4529463.152000001,0.988,disease-free
681045.144,4529463.152000001,0.7323000000000001,disease-free
682045.144,4529463.152000001,0.519,disease-free
683045.144,4529463.152000001,0.6881,disease-free
684045.144,4529463.152000001,0.8426,disease-free
685045.144,4529463.152000001,0.9495999999999999,disease-free
686045.144,4529463.152000001,0.9268000000000001,disease-free
687045.144,4529463.152000001,0.8210999999999999,disease-free
688045.144,4529463.152000001,0.8353,disease-free
689045.144,4529463.152000001,0.6007,disease-free
690045.144,4529463.152000001,0.644,disease-free
691045.144,4529463.152000001,0.4115,disease-free
692045.144,4529463.152000001,0.1943,disease-free
693045.144,4529463.152000001,0.7813,disease-free
694045.144,4529463.152000001,0.9621999999999999,disease-free
695045.144,4529463.152000001,0.7902,disease-free
696045.144,4529463.152000001,0.3985,disease-free
697045.144,4529463.152000001,0.20370000000000002,disease-free
698045.144,4529463.152000001,0.3393,disease-free
699045.144,4529463.152000001,0.0254,disease-free
700045.144,4529463.152000001,0.0046,disease-free
659045.144,4528463.152000001,0.3036,disease-free
660045.144,4528463.152000001,0.062400000000000004,disease-free
661045.144,4528463.152000001,0.2498,disease-free
662045.144,4528463.152000001,0.5215,disease-free
663045.144,4528463.152000001,0.4814,disease-free
664045.144,4528463.152000001,0.29710000000000003,disease-free
665045.144,4528463.152000001,0.281,disease-free
666045.144,4528463.152000001,0.3506,disease-free
667045.144,4528463.152000001,0.1813,disease-free
668045.144,4528463.152000001,0.3618,disease-free
669045.144,4528463.152000001,0.4694,disease-free
670045.144,4528463.152000001,0.3139,disease-free
671045.144,4528463.152000001,0.6931,disease-free
672045.144,4528463.152000001,0.6472,disease-free
673045.144,4528463.152000001,0.5093,disease-free
